location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Suburb,135985.7450778245,2,2,1748.0,1970,77.79504867152431,55.0,Budget,1.0
Suburb,127923.21670380846,3,1,1786.0,1995,71.62554126752993,30.0,Budget,1.0
Rural,238114.57094944743,3,2,2319.0,1982,102.6798494822973,43.0,Mid-Range,2.0
Suburb,155466.25497076672,5,1,1839.0,1959,84.53847469862247,66.0,Budget,1.0
Rural,199541.6818298126,3,3,1399.0,1992,142.63165248735712,33.0,Mid-Range,2.0
Rural,268081.83223553933,4,1,2081.0,1971,128.82356186234472,54.0,High-End,3.0
Rural,274501.2259052076,5,3,2898.0,2019,94.72091991207992,6.0,High-End,3.0
Suburb,230905.86942681496,4,2,2553.0,2008,90.44491556083625,17.0,Mid-Range,2.0
Rural,214547.03436841696,5,2,1547.0,2011,138.6858657843678,14.0,Mid-Range,2.0
Suburb,143640.038845536,2,1,1407.0,2020,102.08957984757356,5.0,Budget,1.0
Urban,156726.10020858084,4,1,1640.0,1975,95.56469524913466,50.0,Budget,1.0
Suburb,266026.0990745346,4,3,2536.0,1994,104.89988133853888,31.0,High-End,3.0
Rural,143299.92136998448,3,1,1063.0,1985,134.80707560675867,40.0,Budget,1.0
Rural,201659.0264290493,2,1,1573.0,2008,128.2002710928476,17.0,Mid-Range,2.0
Urban,301220.5587660667,5,1,2901.0,1959,103.83335359050902,66.0,High-End,3.0
Urban,201220.45381219912,5,1,1419.0,1965,141.80440719675767,60.0,Mid-Range,2.0
Suburb,307348.3956143125,2,1,2866.0,1986,107.23949602732466,39.0,High-End,3.0
Suburb,103528.9524919192,3,1,1145.0,1955,90.4182991195801,70.0,Budget,1.0
Suburb,273978.25476953946,4,1,2295.0,1991,119.38050316755532,34.0,High-End,3.0
Urban,129658.74337528524,4,3,1016.0,1972,127.6168734008713,53.0,Budget,1.0
Suburb,256016.28628499023,3,3,2815.0,2006,90.94717097157735,19.0,Mid-Range,2.0
Urban,290650.55122438946,5,1,1097.0,2003,264.9503657469366,22.0,High-End,3.0
Urban,224037.5920855949,3,2,1451.0,1999,154.4021999211543,26.0,Mid-Range,2.0
Rural,330054.7937577745,4,2,2762.0,1968,119.4984771027424,57.0,High-End,3.0
Urban,300313.25971024093,2,1,1974.0,1974,152.13437675290828,51.0,High-End,3.0
Urban,200393.00738736952,5,1,1897.0,1977,105.63679883361598,48.0,Mid-Range,2.0
Urban,213937.3214695158,3,1,2015.0,1976,106.1723679749458,49.0,Mid-Range,2.0
Suburb,225467.1279909648,4,3,2266.0,1987,99.50005648321483,38.0,Mid-Range,2.0
Urban,231763.05192855175,5,1,1478.0,1952,156.80856016816762,73.0,Mid-Range,2.0
Urban,155176.6729084265,3,3,1200.0,2009,129.3138940903554,16.0,Budget,1.0
Urban,313215.0040663521,2,2,2929.0,1988,106.93581565938959,37.0,High-End,3.0
Rural,289754.75936267176,5,3,2972.0,2004,97.49487192552886,21.0,High-End,3.0
Suburb,228326.54200325365,2,3,2496.0,1995,91.47697996925227,30.0,Mid-Range,2.0
Suburb,118408.49977001738,4,2,1178.0,2008,100.51655328524396,17.0,Budget,1.0
Urban,206281.39671747084,5,3,1507.0,1994,136.8821477886336,31.0,Mid-Range,2.0
Suburb,179048.6690909303,2,3,1452.0,2008,123.31175557226605,17.0,Budget,1.0
Suburb,178406.65523228908,3,1,1269.0,1973,140.58838079770612,52.0,Budget,1.0
Rural,245290.30506884615,2,2,2257.0,1988,108.67979843546573,37.0,Mid-Range,2.0
Rural,240915.36030009636,4,3,2647.0,1952,91.01449199096953,73.0,Mid-Range,2.0
Suburb,185765.78436028663,3,1,1485.0,1953,125.0948042830213,72.0,Budget,1.0
Rural,185571.1862606148,2,2,1577.0,1954,117.67354867508865,71.0,Budget,1.0
Suburb,176118.0976328765,5,2,1337.0,2002,131.72632582862866,23.0,Budget,1.0
Urban,153296.29028459446,2,2,1860.0,1957,82.41736036806154,68.0,Budget,1.0
Suburb,356348.62871961703,5,2,2972.0,2008,119.90196121117665,17.0,High-End,3.0
Rural,199495.18445229196,5,3,1756.0,1959,113.6077360206674,66.0,Mid-Range,2.0
Rural,182613.82090275877,2,2,1756.0,1959,103.99420324758472,66.0,Budget,1.0
Rural,283421.16287028714,4,2,2471.0,1988,114.69897323767185,37.0,High-End,3.0
Urban,266387.937706442,5,2,1583.0,1986,168.2804407494896,39.0,High-End,3.0
Suburb,311144.71583526593,4,3,2380.0,2003,130.73307388036383,22.0,High-End,3.0
Urban,124070.38728202028,5,1,2072.0,2007,59.87953054151558,18.0,Budget,1.0
Suburb,319957.0410735987,5,3,2519.0,1990,127.01748355442585,35.0,High-End,3.0
Rural,225024.33564375213,2,3,1345.0,2001,167.30433876858893,24.0,Mid-Range,2.0
Rural,304154.28152307856,5,3,1701.0,1991,178.8091014245024,34.0,High-End,3.0
Suburb,156980.56846721712,3,2,1292.0,1964,121.50198797772222,61.0,Budget,1.0
Suburb,241146.3993556324,2,1,2712.0,2006,88.91828884794705,19.0,Mid-Range,2.0
Suburb,341659.34128610406,3,2,2987.0,2010,114.38210287449081,15.0,High-End,3.0
Suburb,244636.72811216064,3,1,2696.0,2021,90.74062615436226,4.0,Mid-Range,2.0
Rural,251813.4068835425,5,1,2173.0,1988,115.88283795837208,37.0,Mid-Range,2.0
Suburb,346052.0084422652,4,3,2605.0,2015,132.84146197399815,10.0,High-End,3.0
Suburb,172269.4847783498,2,3,2568.0,1954,67.08313270184962,71.0,Budget,1.0
Rural,178209.1856817066,4,3,1795.0,1960,99.28088338813737,65.0,Budget,1.0
Rural,326599.49100307166,2,1,2879.0,1989,113.44199062281058,36.0,High-End,3.0
Rural,117589.73383998862,3,1,2021.0,1970,58.18393559623385,55.0,Budget,1.0
Rural,216425.5367928568,5,3,2283.0,2020,94.79874585758073,5.0,Mid-Range,2.0
Suburb,414540.6385189119,5,3,2345.0,1978,176.77639169249974,47.0,High-End,3.0
Urban,168092.88541641415,5,3,1076.0,1988,156.2201537327269,37.0,Budget,1.0
Rural,249824.1109073348,4,1,2133.0,1959,117.12335251164313,66.0,Mid-Range,2.0
Suburb,236279.0776746474,5,1,1816.0,1982,130.1096242701803,43.0,Mid-Range,2.0
Urban,228823.38851516417,5,3,1895.0,1967,120.75112850404442,58.0,Mid-Range,2.0
Suburb,315079.55459040246,4,1,1650.0,1980,190.95730581236512,45.0,High-End,3.0
Urban,239063.9272620226,4,1,1546.0,1999,154.6338468706485,26.0,Mid-Range,2.0
Rural,257006.7568091097,5,2,2446.0,2019,105.07226361778811,6.0,Mid-Range,2.0
Suburb,136056.23799801504,5,3,1393.0,1985,97.67138406174806,40.0,Budget,1.0
Rural,269927.87752902595,3,2,2258.0,1956,119.54290413154382,69.0,High-End,3.0
Suburb,216198.1408482939,5,3,2353.0,2006,91.88191281270458,19.0,Mid-Range,2.0
Urban,326982.9413617257,4,1,2735.0,1954,119.55500598234943,71.0,High-End,3.0
Rural,226553.06858746943,2,1,1324.0,1983,171.1125895675751,42.0,Mid-Range,2.0
Rural,173522.21355637867,5,1,1150.0,1973,150.88888135337277,52.0,Budget,1.0
Urban,272827.36573253374,2,3,2569.0,1963,106.19983095855731,62.0,High-End,3.0
Urban,354764.29785022937,5,1,2659.0,2010,133.42019475375307,15.0,High-End,3.0
Suburb,267622.05718924885,5,1,1878.0,1996,142.50375782175126,29.0,High-End,3.0
Urban,156685.48209563596,3,1,2055.0,1978,76.24597668887395,47.0,Budget,1.0
Urban,164324.41931900437,5,2,1271.0,1962,129.28750536507033,63.0,Budget,1.0
Suburb,185754.81183958985,4,1,1835.0,1996,101.22878029405442,29.0,Budget,1.0
Rural,331889.853220512,5,2,2845.0,1960,116.65724190527662,65.0,High-End,3.0
Suburb,253619.268518306,2,1,2659.0,1966,95.38144735551184,59.0,Mid-Range,2.0
Rural,379431.9460208642,5,1,2947.0,1997,128.75193282011,28.0,High-End,3.0
Urban,130822.85601381958,4,1,1367.0,2018,95.70069935173342,7.0,Budget,1.0
Suburb,234329.9645398418,5,3,2515.0,1966,93.17294812717368,59.0,Mid-Range,2.0
Suburb,244119.26910835772,2,1,2339.0,1980,104.36907614722433,45.0,Mid-Range,2.0
Suburb,70339.16191092893,5,1,1589.0,1986,44.266307055336014,39.0,Budget,1.0
Urban,154384.0789212267,3,2,1587.0,1960,97.28045300644405,65.0,Budget,1.0
Urban,170446.08047481143,5,1,1571.0,1973,108.49527719593344,52.0,Budget,1.0
Urban,433963.6302836153,2,3,2620.0,2002,165.63497339069286,23.0,High-End,3.0
Urban,247279.88623009188,2,1,2391.0,1962,103.42111511087072,63.0,Mid-Range,2.0
Suburb,234087.4137534423,2,3,1079.0,1964,216.9484835527732,61.0,Mid-Range,2.0
Rural,326366.78760909126,3,2,2909.0,1965,112.19208924341397,60.0,High-End,3.0
Rural,257318.8662608447,5,2,2195.0,1983,117.22955182726409,42.0,Mid-Range,2.0
Rural,202697.27116433324,2,3,1257.0,2008,161.25479010686814,17.0,Mid-Range,2.0
Suburb,114850.94669749917,3,3,1278.0,1992,89.86772042057838,33.0,Budget,1.0
Rural,136892.71821606692,3,3,1503.0,1972,91.07965283836788,53.0,Budget,1.0
Urban,289754.346235181,2,3,2756.0,1996,105.13582954832401,29.0,High-End,3.0
Suburb,148944.00020551108,4,3,1557.0,2015,95.66088645183756,10.0,Budget,1.0
Rural,163193.22204702804,5,3,1490.0,1996,109.52565238055574,29.0,Budget,1.0
Suburb,272931.86659564177,2,1,2608.0,1967,104.6517893388197,58.0,High-End,3.0
Rural,176534.11350228425,5,3,1565.0,1989,112.80135048069282,36.0,Budget,1.0
Suburb,231158.31648592275,3,1,2862.0,1969,80.76810499158726,56.0,Mid-Range,2.0
Urban,357435.81588183687,5,2,2756.0,1974,129.69369226481743,51.0,High-End,3.0
Rural,299037.5114455061,4,3,2916.0,1952,102.5505869154685,73.0,High-End,3.0
Suburb,320354.1511983091,5,2,2360.0,1980,135.74328440606317,45.0,High-End,3.0
Urban,190205.3826855153,2,1,1520.0,1996,125.13512018783902,29.0,Mid-Range,2.0
Urban,165660.21898994627,2,3,1325.0,2019,125.02658036977077,6.0,Budget,1.0
Urban,244355.21615190647,2,1,2195.0,1980,111.32356088925124,45.0,Mid-Range,2.0
Suburb,91862.59928296204,5,3,1083.0,1977,84.82234467494186,48.0,Budget,1.0
Suburb,351106.3383254753,2,3,2865.0,2006,122.55020534920604,19.0,High-End,3.0
Urban,234084.16408201927,5,3,1840.0,1996,127.21965439240178,29.0,Mid-Range,2.0
Suburb,271045.55033064843,5,3,2547.0,2009,106.41756981964996,16.0,High-End,3.0
Urban,308063.8265304171,2,1,2504.0,1977,123.02868471662023,48.0,High-End,3.0
Rural,287810.411362361,4,1,2567.0,1970,112.11936554825127,55.0,High-End,3.0
Urban,240091.98391064053,2,2,2441.0,1998,98.35804338821816,27.0,Mid-Range,2.0
Suburb,240968.5089078677,3,3,2362.0,2010,102.01884373745457,15.0,Mid-Range,2.0
Suburb,263297.0818212002,3,2,2824.0,1953,93.23551055991508,72.0,High-End,3.0
Rural,170411.25950043625,4,2,1319.0,1951,129.1973157698531,74.0,Budget,1.0
Suburb,88639.99674349997,3,2,1303.0,2005,68.0276260502686,20.0,Budget,1.0
Suburb,238537.997481084,4,1,2295.0,1980,103.93812526408888,45.0,Mid-Range,2.0
Urban,215530.19129840969,5,2,1689.0,1971,127.60816536317921,54.0,Mid-Range,2.0
Urban,224412.2431541766,3,3,2137.0,2004,105.01274831734983,21.0,Mid-Range,2.0
Suburb,184916.8763492404,4,3,1406.0,1972,131.51982670642988,53.0,Budget,1.0
Urban,258999.27456850503,2,3,2049.0,2001,126.40276943314058,24.0,High-End,3.0
Urban,163043.13285055407,3,2,2260.0,1960,72.1429791374133,65.0,Budget,1.0
Rural,246771.86653969015,3,2,2333.0,2009,105.7744820144407,16.0,Mid-Range,2.0
Suburb,111167.97167383607,4,2,1683.0,2009,66.05345910507194,16.0,Budget,1.0
Suburb,226361.20049376128,5,3,1232.0,2018,183.73474066052052,7.0,Mid-Range,2.0
Rural,254827.0074948498,4,1,2021.0,1976,126.08956333243434,49.0,Mid-Range,2.0
Urban,151292.45977534272,4,2,1548.0,1952,97.73414714169427,73.0,Budget,1.0
Suburb,218625.0501225724,3,1,2288.0,1971,95.55290652210333,54.0,Mid-Range,2.0
Rural,261685.93104570685,4,2,2036.0,1984,128.52943568060257,41.0,High-End,3.0
Rural,144222.3879198326,2,1,1495.0,1992,96.4698246955402,33.0,Budget,1.0
Suburb,307736.6338815398,4,3,2339.0,2020,131.5676074739375,5.0,High-End,3.0
Urban,162224.04691945948,2,3,1617.0,2016,100.32408591184878,9.0,Budget,1.0
Urban,290950.27900851856,2,2,2661.0,1994,109.33869936434368,31.0,High-End,3.0
Suburb,181408.5478856216,4,2,1847.0,2006,98.2179468790588,19.0,Budget,1.0
Urban,214849.28949116456,5,3,2005.0,1979,107.15675286342372,46.0,Mid-Range,2.0
Rural,182914.15785406544,2,1,1383.0,1961,132.25897169491355,64.0,Budget,1.0
Rural,323515.6533788155,2,1,2016.0,2012,160.474034414095,13.0,High-End,3.0
Suburb,157399.3502830719,2,3,1641.0,1997,95.91672777761846,28.0,Budget,1.0
Suburb,102453.30735192756,5,2,1315.0,1983,77.91126034367115,42.0,Budget,1.0
Suburb,70652.18462456288,4,2,1255.0,2000,56.29656145383497,25.0,Budget,1.0
Suburb,237345.25498626352,5,2,1440.0,1976,164.8230937404608,49.0,Mid-Range,2.0
Rural,277786.6638470492,4,3,2138.0,2018,129.9282805645693,7.0,High-End,3.0
Suburb,135907.70594561374,2,2,1298.0,1960,104.70547453437113,65.0,Budget,1.0
Urban,142064.3734663623,3,2,1914.0,1999,74.22381058848605,26.0,Budget,1.0
Urban,285538.71608432,2,1,2147.0,1959,132.99427856745226,66.0,High-End,3.0
Suburb,213338.5658650701,4,3,1255.0,1974,169.990889135514,51.0,Mid-Range,2.0
Suburb,168196.98934287866,5,2,1650.0,1955,101.93756929871434,70.0,Budget,1.0
Urban,296738.3710483705,2,3,2741.0,1969,108.25916492096698,56.0,High-End,3.0
Suburb,161414.1115488304,2,1,1046.0,1964,154.31559421494302,61.0,Budget,1.0
Suburb,230554.5253668505,4,3,2752.0,1953,83.77708043853579,72.0,Mid-Range,2.0
Urban,252046.3366468492,4,3,2854.0,2017,88.31336252517491,8.0,Mid-Range,2.0
Urban,228746.27193455212,3,1,1902.0,1993,120.2661787247908,32.0,Mid-Range,2.0
Rural,131395.752800448,2,3,1462.0,1954,89.87397592369905,71.0,Budget,1.0
Urban,293904.336312533,2,2,2373.0,1967,123.85349191425749,58.0,High-End,3.0
Rural,216883.7849030928,2,3,2146.0,1974,101.06420545344493,51.0,Mid-Range,2.0
Suburb,150427.42669867046,3,2,1030.0,1952,146.046045338515,73.0,Budget,1.0
Rural,87366.31894175327,3,1,1054.0,1962,82.89024567528773,63.0,Budget,1.0
Rural,135372.54382557917,2,2,1152.0,1958,117.51088873748192,67.0,Budget,1.0
Suburb,158511.27046831476,4,2,1455.0,1977,108.94245393011323,48.0,Budget,1.0
Urban,148038.2707536644,5,1,1285.0,1957,115.20487996394117,68.0,Budget,1.0
Suburb,114671.5625791355,2,2,1035.0,1959,110.79378026969613,66.0,Budget,1.0
Rural,186818.60163241284,2,2,1817.0,1980,102.81706198811933,45.0,Budget,1.0
Urban,321713.3223113845,2,3,2933.0,2012,109.68746072669093,13.0,High-End,3.0
Urban,247290.1367217984,4,2,2820.0,1993,87.69153784460936,32.0,Mid-Range,2.0
Rural,323673.4440515754,3,1,2946.0,2017,109.86878616821974,8.0,High-End,3.0
Rural,331219.71170509595,5,3,2908.0,1965,113.89948820670425,60.0,High-End,3.0
Rural,242137.1417802717,5,3,1255.0,1950,192.93796157790572,75.0,Mid-Range,2.0
Suburb,125428.09589636709,3,2,1177.0,2017,106.56592684483185,8.0,Budget,1.0
Urban,182437.8597374364,2,3,2571.0,1999,70.95988321176056,26.0,Budget,1.0
Rural,297592.5078829167,2,1,2277.0,1979,130.69499687435956,46.0,High-End,3.0
Urban,267480.77566977334,5,1,1507.0,1977,177.4922200861137,48.0,High-End,3.0
Urban,346773.086479588,5,2,2697.0,2012,128.57734018523843,13.0,High-End,3.0
Suburb,152360.2761965352,2,2,1020.0,1963,149.37281980052472,62.0,Budget,1.0
Urban,206510.25462926668,4,1,2829.0,1995,72.9976156342406,30.0,Mid-Range,2.0
Suburb,84617.94683887437,2,1,1074.0,2000,78.78765999895192,25.0,Budget,1.0
Urban,212180.0029597012,4,1,1718.0,1953,123.50407622799837,72.0,Mid-Range,2.0
Urban,255917.12758250983,2,3,1459.0,2014,175.40584481323498,11.0,Mid-Range,2.0
Rural,275802.8505699596,5,2,2201.0,2008,125.30797390729651,17.0,High-End,3.0
Urban,194621.65516575007,2,2,2405.0,1971,80.92376514168402,54.0,Mid-Range,2.0
Suburb,204675.0319902289,2,1,2060.0,1960,99.35681164574218,65.0,Mid-Range,2.0
Rural,297233.1381991921,3,1,2994.0,2020,99.27626526359123,5.0,High-End,3.0
Rural,331054.24548350123,2,2,2143.0,1976,154.48168244680411,49.0,High-End,3.0
Suburb,352527.879330406,2,3,2938.0,2010,119.98906716487612,15.0,High-End,3.0
Rural,119121.61929784776,2,2,1629.0,1977,73.12561037314165,48.0,Budget,1.0
Suburb,75524.14543710276,5,2,1000.0,1952,75.52414543710276,73.0,Budget,1.0
Suburb,343444.35376779514,2,2,2744.0,1992,125.16193650429852,33.0,High-End,3.0
Suburb,270448.01315279683,4,1,1935.0,1984,139.76641506604489,41.0,High-End,3.0
Rural,166579.9532470729,4,2,1310.0,2000,127.16026965425412,25.0,Budget,1.0
Rural,244536.70514190037,2,2,2231.0,1982,109.60856348807727,43.0,Mid-Range,2.0
Suburb,280667.2322629493,5,2,2177.0,1989,128.92385496690366,36.0,High-End,3.0
Rural,236474.39415610785,4,2,1761.0,1997,134.28415341062342,28.0,Mid-Range,2.0
Rural,159332.33904748937,2,3,1682.0,2017,94.72790668697347,8.0,Budget,1.0
Urban,146100.0412719054,2,3,1314.0,1997,111.18724602123697,28.0,Budget,1.0
Urban,140463.03045198412,4,1,1306.0,2016,107.5520906983033,9.0,Budget,1.0
Suburb,257792.1003630008,5,2,2527.0,2000,102.01507731024962,25.0,Mid-Range,2.0
Rural,181310.0523893445,5,1,1618.0,2002,112.05812879440327,23.0,Budget,1.0
Suburb,312121.2720212416,4,2,2678.0,2018,116.55013891756595,7.0,High-End,3.0
Rural,338835.4890035668,2,1,2543.0,1968,133.24242587635345,57.0,High-End,3.0
Urban,254306.3428707362,5,2,2629.0,2012,96.7312068736159,13.0,Mid-Range,2.0
Suburb,311341.06770298025,3,3,2933.0,1989,106.15106297408123,36.0,High-End,3.0
Suburb,297813.00177035184,2,3,2120.0,1990,140.47783102375087,35.0,High-End,3.0
Urban,257928.76406583315,5,2,2513.0,2012,102.6377891228942,13.0,Mid-Range,2.0
Suburb,154.77912007166017,2,1,1006.0,1973,0.15385598416666021,52.0,Budget,1.0
Urban,345961.5304792218,3,2,2809.0,1990,123.16181220335415,35.0,High-End,3.0
Rural,314026.718855168,4,2,2035.0,2019,154.3128839583135,6.0,High-End,3.0
Rural,153321.84651120513,3,2,1513.0,2005,101.33631626649381,20.0,Budget,1.0
Urban,363110.2312132794,2,3,2969.0,2014,122.30051573367444,11.0,High-End,3.0
Rural,174379.3141502329,4,1,1348.0,1978,129.3615090135259,47.0,Budget,1.0
Rural,159450.5967462089,3,3,1916.0,2021,83.22056197610068,4.0,Budget,1.0
Urban,283968.26390057936,5,2,2030.0,2016,139.8858442859997,9.0,High-End,3.0
Suburb,224192.66881582132,3,1,1499.0,1964,149.56148686845987,61.0,Mid-Range,2.0
Urban,152043.00858352298,2,1,1474.0,1957,103.14993798068045,68.0,Budget,1.0
Urban,226864.05948493275,5,3,1523.0,1966,148.95867333219485,59.0,Mid-Range,2.0
Rural,273964.35772016,3,2,2875.0,2014,95.29195051136,11.0,High-End,3.0
Urban,246148.471487878,2,2,2080.0,1975,118.34061129224904,50.0,Mid-Range,2.0
Suburb,207068.580935033,4,1,1589.0,1997,130.31377025489806,28.0,Mid-Range,2.0
Rural,284984.80259132927,3,3,2609.0,2005,109.2314306597659,20.0,High-End,3.0
Urban,96639.13819260252,4,3,1232.0,2012,78.44085892256697,13.0,Budget,1.0
Suburb,217014.9934394056,5,2,1790.0,1963,121.23742650246123,62.0,Mid-Range,2.0
Suburb,256132.01579160316,4,3,2053.0,2013,124.7598713061876,12.0,Mid-Range,2.0
Urban,102901.8694858114,2,1,1366.0,1976,75.33079757380044,49.0,Budget,1.0
Suburb,365439.7014760752,5,2,2849.0,1980,128.2694634875659,45.0,High-End,3.0
Suburb,253314.0720916453,3,1,2630.0,1990,96.31713767743167,35.0,Mid-Range,2.0
Suburb,301577.16257503134,4,3,2843.0,1998,106.07708848928291,27.0,High-End,3.0
Rural,76507.60794816681,5,2,1055.0,1956,72.51905966650882,69.0,Budget,1.0
Rural,155328.94514137544,5,1,1009.0,2005,153.9434540548815,20.0,Budget,1.0
Suburb,447379.22725980193,3,2,2938.0,1977,152.2733925322675,48.0,High-End,3.0
Urban,119416.5169897172,3,2,1146.0,1979,104.202894406385,46.0,Budget,1.0
Rural,117565.95167404316,3,1,1363.0,1981,86.25528369335521,44.0,Budget,1.0
Urban,267601.7337048558,3,2,2622.0,1991,102.06015778217231,34.0,High-End,3.0
Rural,156976.04128570826,4,2,1252.0,1969,125.38022466909605,56.0,Budget,1.0
Urban,329480.45266642084,5,2,2722.0,1966,121.04351677678943,59.0,High-End,3.0
Suburb,264991.817400293,3,1,1939.0,1967,136.66416575569522,58.0,High-End,3.0
Suburb,346249.5413406827,5,1,2768.0,1950,125.09015221845473,75.0,High-End,3.0
Suburb,235846.42709846757,5,2,2276.0,2003,103.62321050020543,22.0,Mid-Range,2.0
Suburb,282949.92366738146,2,1,2466.0,2009,114.74043944338258,16.0,High-End,3.0
Rural,103760.08689045969,2,2,1735.0,2013,59.80408466308916,12.0,Budget,1.0
Rural,122207.17800107802,3,3,1339.0,1958,91.26749664008814,67.0,Budget,1.0
Rural,241103.51900646015,3,3,2539.0,1987,94.96003111715642,38.0,Mid-Range,2.0
Suburb,250890.0391667272,2,3,2376.0,2016,105.59345082774713,9.0,Mid-Range,2.0
Rural,97451.88145934678,5,1,1623.0,1989,60.04428925406456,36.0,Budget,1.0
Suburb,230998.17021309657,3,2,1704.0,1953,135.56230646308484,72.0,Mid-Range,2.0
Urban,240827.41656152235,4,1,2676.0,1961,89.99529766873033,64.0,Mid-Range,2.0
Suburb,187734.34547927784,3,3,1322.0,1987,142.00782562729034,38.0,Budget,1.0
Rural,306686.20115454507,3,3,2163.0,2004,141.78742540663202,21.0,High-End,3.0
Suburb,331135.88298717694,4,2,1860.0,1979,178.03004461676178,46.0,High-End,3.0
Urban,236787.38561078228,3,2,2974.0,1981,79.61916126791603,44.0,Mid-Range,2.0
Urban,323091.97279381385,5,2,2468.0,1986,130.91246871710447,39.0,High-End,3.0
Rural,115849.61664759948,4,1,1094.0,1968,105.89544483327192,57.0,Budget,1.0
Urban,204179.0745363294,4,1,1552.0,1963,131.558682046604,62.0,Mid-Range,2.0
Rural,241583.76030159352,2,2,2443.0,2017,98.88815403258023,8.0,Mid-Range,2.0
Rural,238898.66609161283,5,1,2537.0,1956,94.16581241293372,69.0,Mid-Range,2.0
Suburb,194658.9825029868,2,1,1789.0,1953,108.80882196924918,72.0,Mid-Range,2.0
Suburb,270440.09908401174,5,3,2173.0,1985,124.45471655960043,40.0,High-End,3.0
Rural,261779.5867288974,3,3,1552.0,1953,168.6724141294442,72.0,High-End,3.0
Rural,180247.05394708985,2,2,2374.0,2002,75.92546501562336,23.0,Budget,1.0
Urban,129205.2271661948,3,2,1115.0,1950,115.87912750331373,75.0,Budget,1.0
Urban,127499.1237671723,3,2,1631.0,1982,78.1723628247531,43.0,Budget,1.0
Urban,219887.68706045696,2,3,2260.0,1985,97.29543675241459,40.0,Mid-Range,2.0
Rural,165509.28107666,2,1,1269.0,1951,130.42496538743893,74.0,Budget,1.0
Suburb,187105.56230784155,3,1,1860.0,1992,100.59438833754922,33.0,Budget,1.0
Urban,170412.41055939175,3,3,1290.0,1953,132.10264384448973,72.0,Budget,1.0
Urban,354740.2874190503,5,2,2457.0,1986,144.37944135899482,39.0,High-End,3.0
Urban,91523.16966422214,3,2,1008.0,1958,90.79679530180768,67.0,Budget,1.0
Rural,230241.68921034396,4,2,2774.0,1977,82.99988796335398,48.0,Mid-Range,2.0
Urban,135647.3020195658,3,2,1629.0,1960,83.27028976032278,65.0,Budget,1.0
Suburb,191135.23660988148,3,1,1863.0,1995,102.59540344062344,30.0,Mid-Range,2.0
Urban,131295.8757755228,3,2,2850.0,2015,46.06872834228871,10.0,Budget,1.0
Rural,322235.58939552575,2,3,2847.0,1962,113.1842604128998,63.0,High-End,3.0
Suburb,317028.06960678124,2,2,1474.0,1952,215.0801014971379,73.0,High-End,3.0
Suburb,179968.06018974673,4,1,2545.0,1950,70.71436549695353,75.0,Budget,1.0
Suburb,103072.92456785854,3,2,1536.0,2003,67.10476859886624,22.0,Budget,1.0
Suburb,187215.5822986168,5,2,1684.0,2003,111.1731486333829,22.0,Budget,1.0
Rural,354584.0905997837,5,1,2760.0,2014,128.47249659412452,11.0,High-End,3.0
Rural,198857.8585923928,3,3,2034.0,1993,97.76689212998662,32.0,Mid-Range,2.0
Urban,173817.2110463839,3,1,1612.0,1979,107.82705399899746,46.0,Budget,1.0
Suburb,179209.8662490052,3,1,1776.0,2014,100.9064562212867,11.0,Budget,1.0
Rural,290171.2667510919,3,2,2926.0,1992,99.16994762511686,33.0,High-End,3.0
Suburb,274771.7171449305,3,1,2350.0,2019,116.92413495528957,6.0,High-End,3.0
Suburb,321763.59500309464,2,2,2953.0,2018,108.96159668238897,7.0,High-End,3.0
Suburb,277207.65885734244,4,1,1594.0,1974,173.90693780259878,51.0,High-End,3.0
Suburb,211582.940335546,2,1,1275.0,1991,165.94740418474197,34.0,Mid-Range,2.0
Rural,107089.16613973088,5,2,1369.0,1965,78.2243726367647,60.0,Budget,1.0
Rural,259968.1667627833,2,1,2513.0,1995,103.44933018813502,30.0,High-End,3.0
Urban,179028.18600175105,2,1,1344.0,1971,133.20549553701716,54.0,Budget,1.0
Suburb,294735.7354081649,4,2,2796.0,2008,105.41335315027358,17.0,High-End,3.0
Urban,90506.0732431023,5,1,1367.0,2008,66.20780778573688,17.0,Budget,1.0
Rural,269584.4126480921,5,1,2756.0,1961,97.81727599713065,64.0,High-End,3.0
Suburb,250551.26810590632,3,2,2334.0,1978,107.34844391855455,47.0,Mid-Range,2.0
Urban,138452.68162935242,4,1,1730.0,1979,80.03045180887423,46.0,Budget,1.0
Rural,303120.4944796588,2,3,2624.0,1998,115.51848112791875,27.0,High-End,3.0
Rural,174878.02451144738,2,1,2508.0,1999,69.72807994874297,26.0,Budget,1.0
Urban,50615.6162796898,2,1,1014.0,1963,49.91678134091696,62.0,Budget,1.0
Urban,189398.38701415065,5,1,1757.0,2012,107.79646386690418,13.0,Mid-Range,2.0
Urban,205987.71981884303,5,2,1687.0,2003,122.10297558911857,22.0,Mid-Range,2.0
Urban,148907.29624240202,2,2,1003.0,1953,148.46191051086942,72.0,Budget,1.0
Rural,266018.6802790585,5,3,2869.0,1990,92.72174286478163,35.0,High-End,3.0
Suburb,242922.3552067821,3,2,2399.0,1997,101.2598396026603,28.0,Mid-Range,2.0
Suburb,221620.7402413084,2,3,2392.0,1985,92.65081113767074,40.0,Mid-Range,2.0
Urban,228360.65041741828,2,1,2488.0,2013,91.78482733819062,12.0,Mid-Range,2.0
