ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason,Delivery_Time_Days
SHP103757,Philadelphia,Boston,2024-10-20,2024-10-22 19:12:00,Delivered,2132.5,Air,9.8,4817.02,Business,Operational,2.8
SHP103758,Baltimore,Chicago,2025-07-05,2025-07-06 12:00:00,Delivered,679.9,Air,14.01,1727.74,Government,Operational,1.5
SHP103759,San Diego,Phoenix,2025-03-22,2025-03-30 04:48:00,Delivered,3388.7,Freight,56.42,14569.92,Retail,Operational,8.2
SHP103760,Memphis,Los Angeles,2024-01-16,2024-01-19 00:00:00,Delayed,764.0,Ground,29.57,1815.55,Business,Operational,3.0
SHP103761,Philadelphia,Detroit,2024-12-14,2024-12-16 07:12:00,Delivered,1027.0,Ground,19.61,2213.21,Retail,Operational,2.3
SHP103762,Miami,Boston,2024-07-21,2024-07-25 02:24:00,Delivered,743.6,Ground,24.84,1627.04,Business,Operational,4.1
SHP103763,Seattle,San Diego,2024-05-13,2024-05-14 09:36:00,Delivered,228.3,Ground,35.26,605.26,Business,Operational,1.4
SHP103764,Miami,Baltimore,2025-06-09,2025-06-15 07:12:00,Delivered,3046.2,Freight,18.79,6969.65,Business,Operational,6.3
SHP103765,Boston,Seattle,2025-05-22,2025-05-25 21:36:00,In Transit,1364.6,Freight,26.29,3673.5,Business,Operational,3.9
SHP103766,Memphis,Boston,2024-03-06,2024-03-09 04:48:00,Delivered,842.7,Ground,73.04,3440.26,Retail,Weather,3.2
SHP103767,Baltimore,Dallas,2025-04-24,2025-04-28 16:48:00,Delayed,1575.9,Freight,7.2,2578.59,Retail,Operational,4.7
SHP103768,Los Angeles,Denver,2025-04-03,2025-04-08 09:36:00,Delivered,2346.1,Ground,19.47,4552.8,Business,Operational,5.4
SHP103769,Miami,Houston,2024-12-07,2024-12-12 16:48:00,In Transit,2364.7,Air,11.71,6398.87,Retail,Operational,5.7
SHP103770,Phoenix,Denver,2025-09-17,2025-09-20 14:24:00,Delivered,1778.9,Ground,8.35,2583.02,Retail,Operational,3.6
SHP103771,New York,Seattle,2024-06-07,2024-06-12 07:12:00,Delivered,2328.2,Ground,19.31,4500.7,Business,Operational,5.3
SHP103772,Memphis,Detroit,2024-06-09,2024-06-14 00:00:00,Delivered,2037.6,Freight,8.49,3567.69,Retail,Operational,5.0
SHP103773,San Diego,Miami,2024-09-10,2024-09-18 07:12:00,In Transit,3737.5,Ground,7.47,5155.18,Retail,Weather,8.3
SHP103774,San Francisco,Phoenix,2025-06-10,2025-06-11 12:00:00,Delivered,327.3,Ground,15.88,647.73,Retail,Operational,1.5
SHP103775,Phoenix,Atlanta,2025-07-02,2025-07-07 14:24:00,Delivered,3932.5,Air,25.74,15394.46,Retail,Operational,5.6
SHP103776,Houston,Los Angeles,2024-06-03,2024-06-05 07:12:00,Delivered,1248.8,Air,24.33,4323.12,Business,Operational,2.3
SHP103777,Chicago,Houston,2025-04-30,2025-05-04 21:36:00,Delivered,3303.7,Air,16.14,9380.16,Business,Operational,4.9
SHP103778,Boston,San Diego,2025-03-07,2025-03-10 16:48:00,Delivered,1941.7,Ground,5.4,2341.44,Retail,Operational,3.7
SHP103779,Chicago,Boston,2024-01-27,2024-01-30 02:24:00,Delivered,1465.6,Ground,5.12,1726.76,Retail,Operational,3.1
SHP103780,Detroit,Miami,2024-01-12,2024-01-17 19:12:00,Delayed,2846.0,Air,22.43,9444.39,Business,Operational,5.8
SHP103781,San Diego,Denver,2024-03-07,2024-03-12 21:36:00,Delivered,3506.2,Ground,10.45,5084.81,Business,Operational,5.9
SHP103782,Boston,Phoenix,2025-06-25,2025-06-29 00:00:00,Delivered,2134.7,Air,20.28,7469.28,Retail,Weather,4.0
SHP103783,Charlotte,Phoenix,2024-04-05,2024-04-08 14:24:00,Delivered,2206.2,Air,18.38,6659.03,Business,Operational,3.6
SHP103784,Chicago,San Diego,2024-08-02,2024-08-04 19:12:00,Delivered,453.1,Ground,3.02,402.23,Business,Operational,2.8
SHP103785,Phoenix,Houston,2024-07-12,2024-07-18 14:24:00,Delivered,4173.2,Air,45.81,19555.33,Business,Operational,6.6
SHP103786,Phoenix,San Francisco,2024-10-16,2024-10-23 21:36:00,In Transit,3841.7,Ground,5.06,4055.22,Business,Operational,7.9
SHP103787,San Diego,Memphis,2025-06-27,2025-06-30 14:24:00,Delivered,1911.4,Air,14.32,5139.65,Business,Operational,3.6
SHP103788,Chicago,San Francisco,2024-02-08,2024-02-13 21:36:00,Delivered,3489.3,Air,6.0,6997.99,Retail,Operational,5.9
SHP103789,Memphis,Houston,2024-07-24,2024-07-26 16:48:00,In Transit,1547.1,Ground,10.26,2229.9,Business,Operational,2.7
SHP103790,Philadelphia,Baltimore,2025-07-08,2025-07-14 12:00:00,In Transit,3340.8,Ground,11.27,4750.26,Government,Operational,6.5
SHP103791,Baltimore,Baltimore,2025-04-28,2025-04-28 07:12:00,In Transit,10.3,Air,12.15,48.52,Government,Operational,0.3
SHP103792,Charlotte,Dallas,2024-12-02,2024-12-06 09:36:00,In Transit,2181.3,Ground,14.63,3507.81,Government,Operational,4.4
SHP103793,Dallas,Denver,2025-05-10,2025-05-11 16:48:00,Delivered,443.0,Ground,52.43,1547.23,Retail,Operational,1.7
SHP103794,Detroit,Seattle,2024-09-05,2024-09-12 00:00:00,In Transit,4351.3,Ground,8.07,6205.98,Retail,Operational,7.0
SHP103795,Phoenix,Baltimore,2024-03-14,2024-03-19 16:48:00,Delivered,3800.9,Air,26.38,13621.59,Business,Operational,5.7
SHP103796,Chicago,Miami,2025-01-07,2025-01-13 19:12:00,Delivered,3611.6,Ground,38.03,9662.67,Business,Operational,6.8
SHP103797,Chicago,Phoenix,2024-05-17,2024-05-20 14:24:00,In Transit,1511.1,Ground,24.49,3271.01,Business,Operational,3.6
SHP103798,San Diego,Seattle,2025-04-01,2025-04-05 00:00:00,Delivered,1445.2,Air,43.37,6607.54,Business,Operational,4.0
SHP103799,Atlanta,Denver,2025-03-19,2025-03-26 21:36:00,In Transit,2664.7,Freight,17.39,7666.55,Retail,Weather,7.9
SHP103800,Houston,Miami,2024-12-18,2024-12-27 14:24:00,Delivered,3838.8,Freight,24.14,9370.8,Government,Operational,9.6
SHP103801,Dallas,Chicago,2025-02-14,2025-02-25 00:00:00,Delivered,4218.9,Freight,38.76,13666.03,Business,Operational,11.0
SHP103802,Phoenix,Charlotte,2025-06-21,2025-06-25 09:36:00,Delayed,1356.4,Ground,21.77,3072.0,Retail,Customs,4.4
SHP103803,Los Angeles,Los Angeles,2025-03-28,2025-03-29 16:48:00,Delayed,22.7,Ground,38.16,77.68,Retail,Operational,1.7
SHP103804,Houston,Detroit,2025-02-22,2025-03-01 12:00:00,Delivered,3312.8,Ground,21.72,6765.5,Business,Operational,7.5
SHP103805,Phoenix,Philadelphia,2025-03-25,2025-03-28 21:36:00,In Transit,1173.5,Ground,37.7,2975.16,Government,Weather,3.9
SHP103806,San Diego,Baltimore,2025-08-07,2025-08-11 21:36:00,Delivered,1952.1,Ground,49.16,6545.73,Retail,Operational,4.9
SHP103807,Phoenix,San Diego,2024-04-24,2024-04-26 19:12:00,In Transit,1006.1,Ground,12.95,1617.58,Business,Weather,2.8
SHP103808,Philadelphia,Dallas,2024-02-20,2024-02-24 12:00:00,Delivered,3205.3,Air,11.51,7371.99,Government,Operational,4.5
SHP103809,Los Angeles,Memphis,2025-01-03,2025-01-11 09:36:00,In Transit,3914.3,Ground,43.31,12321.49,Retail,Weather,8.4
SHP103810,Atlanta,Memphis,2025-05-29,2025-06-07 02:24:00,Delivered,3973.4,Freight,37.2,12615.11,Business,Operational,9.1
SHP103811,Atlanta,Phoenix,2024-07-28,2024-08-01 14:24:00,Delayed,3081.4,Air,3.49,4957.76,Retail,Operational,4.6
SHP103812,San Francisco,Charlotte,2025-09-18,2025-09-21 09:36:00,Delivered,1692.8,Ground,20.47,3724.16,Retail,Operational,3.4
SHP103813,Baltimore,Chicago,2025-03-10,2025-03-18 19:12:00,Delayed,3042.5,Freight,56.13,11814.34,Business,Operational,8.8
SHP103814,Dallas,Boston,2024-08-14,2024-08-23 14:24:00,Delivered,3916.3,Ground,6.73,5156.04,Retail,Weather,9.6
SHP103815,Charlotte,Chicago,2024-09-24,2024-09-30 04:48:00,In Transit,2891.2,Freight,5.93,3714.56,Government,Operational,6.2
SHP103816,Houston,San Diego,2024-04-25,2024-04-28 12:00:00,In Transit,1975.4,Ground,9.98,3098.32,Retail,Operational,3.5
SHP103817,Memphis,Detroit,2025-08-22,2025-08-27 19:12:00,Delivered,4155.2,Air,12.29,11473.89,Retail,Operational,5.8
SHP103818,Philadelphia,Phoenix,2024-12-25,2024-12-31 09:36:00,Delivered,3791.4,Ground,4.11,4063.48,Retail,Operational,6.4
SHP103819,Phoenix,Baltimore,2024-11-24,2024-11-29 21:36:00,Delivered,3994.5,Air,6.81,7657.59,Business,Operational,5.9
SHP103820,Phoenix,Detroit,2024-02-09,2024-02-16 09:36:00,Delivered,4083.7,Ground,3.77,3622.1,Government,Operational,7.4
SHP103821,Baltimore,Atlanta,2024-06-30,2024-07-03 04:48:00,Delivered,1893.4,Air,19.99,6583.12,Retail,Operational,3.2
SHP103822,Baltimore,San Diego,2025-05-04,2025-05-09 14:24:00,In Transit,3896.4,Air,19.69,12145.7,Business,Operational,5.6
SHP103823,Phoenix,San Diego,2024-07-27,2024-08-01 12:00:00,Delivered,2652.5,Ground,43.57,8386.07,Retail,Operational,5.5
SHP103824,San Francisco,Charlotte,2024-09-29,2024-10-03 04:48:00,Delayed,364.1,Ground,17.39,4451.715,Retail,Customs,4.2
SHP103825,Atlanta,Denver,2024-04-28,2024-05-03 09:36:00,Delivered,2934.1,Ground,26.04,6535.46,Business,Operational,5.4
SHP103826,Denver,Chicago,2025-01-16,2025-01-21 07:12:00,Delivered,2223.7,Ground,28.0,5670.52,Retail,Operational,5.3
SHP103827,Denver,Boston,2025-06-19,2025-06-25 09:36:00,Delivered,2168.55,Air,7.79,3121.76,Retail,Customs,6.4
SHP103828,Houston,Chicago,2024-09-14,2024-09-20 14:24:00,Delayed,4372.6,Air,7.0,9375.31,Retail,Operational,6.6
SHP103829,New York,Seattle,2025-04-27,2025-04-27 21:36:00,Delivered,436.8,Ground,6.12,511.25,Business,Operational,0.9
SHP103830,Seattle,Memphis,2025-05-23,2025-06-03 14:24:00,Delayed,4267.3,Ground,12.26,7355.69,Retail,Customs,11.6
SHP103831,Dallas,Denver,2024-04-01,2024-04-03 09:36:00,Delivered,884.8,Freight,11.47,1788.76,Retail,Operational,2.4
SHP103832,New York,San Francisco,2024-06-09,2024-06-13 00:00:00,Delivered,1821.0,Air,18.11,5183.99,Government,Weather,4.0
SHP103833,Detroit,Detroit,2024-05-28,2024-05-28 21:36:00,Delivered,16.2,Freight,29.53,72.46,Retail,Operational,0.9
SHP103834,Miami,Chicago,2024-04-26,2024-05-03 19:12:00,Delivered,3343.4,Ground,26.01,4451.715,Retail,Operational,7.8
SHP103835,San Francisco,Houston,2025-04-02,2025-04-04 19:12:00,Delivered,1127.1,Ground,11.38,1707.99,Business,Operational,2.8
SHP103836,Baltimore,New York,2025-07-18,2025-07-24 16:48:00,Delivered,4440.2,Air,9.82,11066.07,Retail,Operational,6.7
SHP103837,Detroit,Boston,2024-02-14,2024-02-21 02:24:00,Delivered,3420.8,Ground,10.85,5048.26,Business,Operational,7.1
SHP103838,Charlotte,San Francisco,2024-08-21,2024-08-26 14:24:00,Delivered,3596.8,Air,12.02,8902.86,Business,Operational,5.6
SHP103839,Philadelphia,New York,2025-01-09,2025-01-11 21:36:00,Delivered,657.6,Air,4.77,1101.8,Business,Operational,2.9
SHP103840,Philadelphia,San Diego,2025-06-30,2025-07-04 04:48:00,Delivered,2248.1,Ground,21.39,5038.8,Retail,Operational,4.2
SHP103841,Baltimore,Detroit,2024-07-15,2024-07-23 02:24:00,Delivered,4266.1,Ground,56.33,13824.59,Business,Operational,8.1
SHP103842,Baltimore,San Diego,2024-01-25,2024-01-30 07:12:00,Delivered,1361.3,Ground,17.4,2507.77,Business,Weather,5.3
SHP103843,San Diego,Phoenix,2025-01-29,2025-01-30 19:12:00,Delivered,825.1,Ground,17.99,1550.58,Business,Operational,1.8
SHP103844,New York,Memphis,2024-02-05,2024-02-10 21:36:00,Delivered,2287.2,Ground,23.66,5377.03,Retail,Operational,5.9
SHP103845,Phoenix,Phoenix,2025-04-18,2025-04-18 19:12:00,Delivered,17.3,Ground,6.65,41.96,Retail,Operational,0.8
SHP103846,Detroit,Chicago,2024-08-10,2024-08-15 21:36:00,Delivered,2293.2,Freight,10.07,3931.58,Business,Operational,5.9
SHP103847,San Francisco,Detroit,2025-06-13,2025-06-17 09:36:00,Delivered,1940.8,Ground,10.95,3186.91,Retail,Weather,4.4
SHP103848,Miami,New York,2024-07-06,2024-07-10 19:12:00,Delivered,2996.2,Air,6.39,5594.33,Business,Operational,4.8
SHP103849,Memphis,Seattle,2025-02-05,2025-02-12 21:36:00,In Transit,4228.6,Air,48.79,20433.94,Business,Weather,7.9
SHP103850,Chicago,New York,2024-09-13,2024-09-16 14:24:00,Delivered,410.9,Ground,28.95,975.27,Business,Operational,3.6
SHP103851,Boston,Charlotte,2024-05-15,2024-05-19 04:48:00,Delivered,859.6,Ground,30.4,2075.0,Business,Customs,4.2
SHP103852,Boston,Denver,2025-08-13,2025-08-14 09:36:00,Delivered,770.8,Air,13.18,2219.82,Retail,Operational,1.4
SHP103853,Los Angeles,Boston,2025-03-19,2025-03-20 16:48:00,Delivered,566.9,Ground,19.05,1097.27,Business,Operational,1.7
SHP103854,Atlanta,Phoenix,2025-02-21,2025-02-23 19:12:00,Delivered,1499.1,Ground,12.3,2595.31,Retail,Operational,2.8
SHP103855,Charlotte,Memphis,2024-10-18,2024-10-21 00:00:00,Delayed,1186.0,Ground,14.5,1906.55,Government,Operational,3.0
SHP103856,Memphis,New York,2025-07-27,2025-07-31 19:12:00,Delivered,2559.4,Air,18.06,7671.46,Business,Operational,4.8
SHP103857,Los Angeles,Seattle,2024-05-08,2024-05-10 21:36:00,Delivered,1607.3,Ground,15.16,2774.01,Business,Operational,2.9
SHP103858,Dallas,San Francisco,2024-12-06,2024-12-10 07:12:00,Delivered,1942.4,Freight,17.89,4801.91,Retail,Operational,4.3
SHP103859,Phoenix,Charlotte,2024-09-13,2024-09-23 04:48:00,Delivered,4250.0,Freight,4.24,5004.28,Business,Operational,10.2
SHP103860,Miami,Dallas,2025-07-19,2025-07-21 07:12:00,Delivered,869.3,Air,6.77,1682.15,Business,Operational,2.3
SHP103861,San Francisco,Chicago,2024-04-09,2024-04-11 16:48:00,Delivered,1870.4,Air,12.27,4683.78,Business,Operational,2.7
SHP103862,Miami,New York,2024-02-08,2024-02-14 00:00:00,Delivered,1305.5,Ground,13.99,2060.19,Government,Customs,6.0
SHP103863,Phoenix,Baltimore,2024-09-19,2024-09-23 00:00:00,Delivered,2561.4,Ground,13.99,4699.72,Retail,Operational,4.0
SHP103864,Miami,Detroit,2024-05-29,2024-06-03 19:12:00,Delayed,3366.2,Ground,25.46,7416.54,Business,Operational,5.8
SHP103865,Miami,Miami,2025-09-24,2025-09-24 19:12:00,Delivered,20.2,Freight,20.55,65.51,Business,Operational,0.8
SHP103866,Charlotte,New York,2024-11-25,2024-12-01 12:00:00,Delivered,2415.8,Ground,22.82,5055.05,Business,Operational,6.5
SHP103867,San Diego,Philadelphia,2024-04-29,2024-05-05 04:48:00,In Transit,3876.1,Air,10.81,9136.41,Business,Operational,6.2
SHP103868,Philadelphia,Dallas,2025-08-06,2025-08-14 14:24:00,Delivered,3575.8,Freight,7.73,5439.14,Business,Operational,8.6
SHP103869,Phoenix,Atlanta,2024-08-06,2024-08-07 16:48:00,Delivered,875.1,Air,14.9,2661.16,Retail,Customs,1.7
SHP103870,Seattle,Boston,2024-05-02,2024-05-06 07:12:00,In Transit,1255.3,Freight,27.54,3457.72,Business,Operational,4.3
SHP103871,San Diego,Detroit,2024-08-31,2024-09-06 04:48:00,Delivered,3088.4,Ground,47.43,9198.6,Business,Operational,6.2
SHP103872,Boston,Memphis,2025-08-09,2025-08-20 02:24:00,Delivered,4391.6,Freight,11.08,7845.33,Business,Weather,11.1
SHP103873,Detroit,New York,2025-06-01,2025-06-03 21:36:00,Delivered,1817.4,Air,47.35,8669.97,Business,Operational,2.9
SHP103874,San Diego,Boston,2024-01-21,2024-01-25 00:00:00,Delivered,1188.2,Air,7.04,2203.86,Government,Weather,4.0
SHP103875,Denver,Memphis,2024-07-08,2024-07-16 09:36:00,Delivered,3937.3,Ground,4.59,3989.13,Business,Weather,8.4
SHP103876,Chicago,Detroit,2024-08-12,2024-08-15 14:24:00,Delivered,1058.3,Ground,13.67,1747.79,Business,Operational,3.6
SHP103877,Atlanta,San Diego,2025-09-06,2025-09-10 16:48:00,Delivered,3198.9,Air,7.75,6497.08,Business,Operational,4.7
SHP103878,Houston,San Diego,2025-04-10,2025-04-11 19:12:00,Delayed,347.3,Freight,9.74,601.39,Business,Operational,1.8
SHP103879,Charlotte,Houston,2024-04-08,2024-04-09 02:24:00,Delayed,281.6,Ground,32.32,673.67,Government,Operational,1.1
SHP103880,Detroit,Denver,2024-12-28,2025-01-02 19:12:00,Delivered,2141.7,Ground,30.24,5125.27,Business,Operational,5.8
SHP103881,Miami,Denver,2024-03-23,2024-03-27 00:00:00,Delivered,3023.1,Air,20.59,9632.29,Business,Operational,4.0
SHP103882,Detroit,Charlotte,2024-02-25,2024-02-28 19:12:00,Delayed,812.5,Ground,19.44,1582.47,Business,Weather,3.8
SHP103883,Philadelphia,Charlotte,2024-01-22,2024-01-30 07:12:00,Delivered,3484.7,Ground,9.61,5375.2,Retail,Weather,8.3
SHP103884,Seattle,Charlotte,2025-08-02,2025-08-05 04:48:00,In Transit,753.6,Ground,15.05,1442.28,Retail,Operational,3.2
SHP103885,San Francisco,San Francisco,2024-07-03,2024-07-03 19:12:00,Delivered,18.2,Freight,13.2,59.07,Retail,Operational,0.8
SHP103886,Charlotte,Boston,2025-06-05,2025-06-07 04:48:00,Delivered,1525.7,Air,5.57,2695.84,Business,Operational,2.2
SHP103887,Charlotte,San Francisco,2025-07-31,2025-08-05 04:48:00,Delivered,3434.7,Air,52.99,16379.39,Government,Operational,5.2
SHP103888,Houston,Philadelphia,2024-09-20,2024-09-25 02:24:00,In Transit,3657.7,Air,13.48,9547.17,Business,Operational,5.1
SHP103889,Philadelphia,Houston,2024-08-12,2024-08-13 12:00:00,Delivered,484.2,Ground,7.24,669.67,Retail,Operational,1.5
SHP103890,Phoenix,Los Angeles,2025-09-26,2025-09-30 04:48:00,Delivered,1028.2,Ground,5.08,1211.22,Retail,Operational,4.2
SHP103891,Los Angeles,Dallas,2024-02-07,2024-02-13 04:48:00,Delivered,4038.4,Air,23.84,15240.37,Retail,Operational,6.2
SHP103892,Baltimore,Seattle,2024-05-02,2024-05-04 19:12:00,Delivered,1987.1,Air,50.04,9730.71,Business,Operational,2.8
SHP103893,Seattle,Detroit,2024-06-04,2024-06-11 02:24:00,Delivered,2250.0,Air,60.82,12120.33,Business,Customs,7.1
SHP103894,San Francisco,Detroit,2024-10-27,2024-10-28 16:48:00,Delayed,922.5,Air,15.79,2616.2,Business,Operational,1.7
SHP103895,Los Angeles,Memphis,2024-03-07,2024-03-16 00:00:00,Delivered,4478.0,Ground,13.49,7299.61,Business,Operational,9.0
SHP103896,Baltimore,Chicago,2025-01-28,2025-02-03 02:24:00,Delivered,4169.1,Air,18.25,13846.48,Retail,Operational,6.1
SHP103897,Memphis,Memphis,2025-08-16,2025-08-16 12:00:00,Delivered,16.6,Air,17.95,73.63,Business,Operational,0.5
SHP103898,Houston,San Diego,2025-07-23,2025-07-29 16:48:00,Delivered,2568.2,Freight,3.0,2931.3,Retail,Operational,6.7
SHP103899,Detroit,Los Angeles,2025-02-08,2025-02-15 00:00:00,In Transit,3950.7,Ground,12.24,6799.67,Retail,Operational,7.0
SHP103900,Atlanta,Seattle,2025-03-24,2025-03-28 02:24:00,Delivered,2051.3,Ground,21.52,4173.14,Business,Operational,4.1
SHP103901,Chicago,Phoenix,2024-05-10,2024-05-13 21:36:00,In Transit,2078.3,Air,24.7,7232.08,Business,Operational,3.9
SHP103902,Atlanta,Seattle,2024-03-09,2024-03-12 02:24:00,Delivered,1831.2,Ground,25.99,4510.0,Retail,Operational,3.1
SHP103903,Miami,Dallas,2024-12-10,2024-12-11 16:48:00,Delivered,324.0,Ground,17.76,675.33,Retail,Operational,1.7
SHP103904,Miami,Seattle,2024-11-15,2024-11-20 19:12:00,Delivered,3598.2,Air,6.97,6968.28,Business,Operational,5.8
SHP103905,Miami,Dallas,2024-06-25,2024-06-29 04:48:00,Delivered,2168.55,Air,15.49,6037.65,Business,Operational,4.2
SHP103906,San Francisco,San Francisco,2025-08-06,2025-08-07 12:00:00,In Transit,11.0,Freight,39.16,53.01,Retail,Operational,1.5
SHP103907,Miami,Atlanta,2025-06-12,2025-06-15 19:12:00,Delivered,1299.4,Freight,22.66,3606.8,Retail,Weather,3.8
SHP103908,Phoenix,Atlanta,2024-06-08,2024-06-13 04:48:00,Delivered,3571.7,Air,13.92,10454.75,Retail,Operational,5.2
SHP103909,Philadelphia,Chicago,2025-08-04,2025-08-09 16:48:00,Delayed,3613.1,Air,64.46,22120.35,Retail,Operational,5.7
SHP103910,Miami,Phoenix,2025-09-16,2025-09-22 04:48:00,Delivered,2577.6,Freight,18.45,6461.69,Retail,Operational,6.2
SHP103911,Houston,Seattle,2025-06-16,2025-06-22 16:48:00,Delivered,4089.9,Air,15.3,11315.92,Business,Operational,6.7
SHP103912,Seattle,Charlotte,2024-05-14,2024-05-15 09:36:00,Delivered,698.3,Ground,27.56,1776.68,Retail,Operational,1.4
SHP103913,Charlotte,Denver,2024-04-20,2024-04-28 21:36:00,Delivered,3582.5,Freight,6.39,4749.87,Government,Weather,8.9
SHP103914,Dallas,Denver,2024-10-09,2024-10-17 21:36:00,Delivered,2601.9,Freight,13.47,5096.82,Business,Customs,8.9
SHP103915,Boston,Houston,2025-06-03,2025-06-06 19:12:00,Delivered,1193.4,Ground,15.57,2308.32,Retail,Weather,3.8
SHP103916,Dallas,Boston,2024-07-12,2024-07-14 04:48:00,Delayed,768.9,Air,17.39,1196.28,Business,Operational,2.2
SHP103917,Atlanta,Detroit,2024-02-16,2024-02-18 09:36:00,Delivered,1494.3,Air,19.71,4673.56,Business,Operational,2.4
SHP103918,Dallas,Atlanta,2024-12-07,2024-12-16 02:24:00,Delayed,3882.2,Freight,24.61,9567.71,Government,Weather,9.1
SHP103919,Baltimore,Chicago,2024-08-29,2024-09-06 04:48:00,In Transit,3586.8,Freight,11.33,6481.65,Business,Operational,8.2
SHP103920,Memphis,Miami,2025-06-05,2025-06-10 04:48:00,Delivered,2974.1,Ground,28.52,6917.58,Business,Operational,5.2
SHP103921,Los Angeles,Houston,2025-01-04,2025-01-05 14:24:00,Delayed,588.4,Ground,35.3,1531.38,Business,Weather,1.6
SHP103922,Phoenix,Boston,2024-05-10,2024-05-18 02:24:00,In Transit,4305.8,Ground,38.29,11555.11,Business,Weather,8.1
SHP103923,Philadelphia,Chicago,2024-09-26,2024-10-02 00:00:00,Delayed,1513.4,Ground,7.17,2055.22,Retail,Weather,6.0
SHP103924,Atlanta,Miami,2024-03-01,2024-03-06 19:12:00,Delivered,2810.1,Ground,19.17,5407.71,Business,Operational,5.8
SHP103925,Memphis,Denver,2024-06-12,2024-06-18 16:48:00,In Transit,3653.3,Ground,26.48,8199.41,Business,Operational,6.7
SHP103926,Houston,San Francisco,2025-06-08,2025-06-09 02:24:00,Delivered,771.3,Ground,19.13,1493.96,Business,Operational,1.1
SHP103927,Miami,Phoenix,2024-09-28,2024-10-03 00:00:00,Delivered,3004.4,Air,33.64,13389.33,Retail,Operational,5.0
SHP103928,Philadelphia,Los Angeles,2024-05-12,2024-05-13 07:12:00,Delivered,338.9,Ground,20.28,755.13,Retail,Operational,1.3
SHP103929,Chicago,Baltimore,2024-08-31,2024-09-01 16:48:00,Delivered,637.7,Ground,6.98,857.15,Retail,Operational,1.7
SHP103930,San Francisco,Denver,2025-03-09,2025-03-15 02:24:00,Delivered,3309.5,Air,34.05,14835.2,Retail,Operational,6.1
SHP103931,San Diego,Los Angeles,2024-02-07,2024-02-08 21:36:00,In Transit,866.9,Ground,18.69,1656.76,Business,Operational,1.9
SHP103932,Charlotte,Los Angeles,2025-07-21,2025-07-28 00:00:00,In Transit,2107.1,Ground,48.4,7008.86,Retail,Customs,7.0
SHP103933,New York,Chicago,2024-11-14,2024-11-18 19:12:00,Delivered,1267.8,Freight,7.01,1859.14,Business,Weather,4.8
SHP103934,Houston,San Diego,2025-05-24,2025-05-27 16:48:00,Delivered,2011.3,Air,18.95,6167.92,Business,Operational,3.7
SHP103935,Houston,Dallas,2025-01-10,2025-01-12 02:24:00,Delivered,532.0,Ground,46.04,1737.76,Retail,Weather,2.1
SHP103936,Los Angeles,Baltimore,2025-07-13,2025-07-18 19:12:00,Delivered,3446.1,Air,20.6,10979.21,Business,Operational,5.8
SHP103937,Denver,Baltimore,2025-09-08,2025-09-10 00:00:00,In Transit,539.9,Freight,17.39,1556.65,Business,Operational,2.0
SHP103938,Boston,Houston,2025-04-18,2025-04-24 12:00:00,Delivered,3803.0,Air,36.17,15888.95,Business,Weather,6.5
SHP103939,San Diego,Phoenix,2024-02-28,2024-03-04 12:00:00,Delivered,3049.2,Ground,18.14,6313.43,Retail,Operational,5.5
SHP103940,Baltimore,Charlotte,2025-08-11,2025-08-15 14:24:00,Delayed,1991.3,Ground,8.95,2694.83,Business,Operational,4.6
SHP103941,San Francisco,San Diego,2025-05-13,2025-05-19 14:24:00,Delivered,3925.9,Ground,32.29,9185.88,Government,Operational,6.6
SHP103942,Miami,Boston,2024-08-05,2024-08-07 09:36:00,Delivered,1000.4,Freight,15.74,2114.2,Business,Operational,2.4
SHP103943,Charlotte,Los Angeles,2025-07-20,2025-07-23 07:12:00,In Transit,1337.6,Freight,2.83,1502.52,Retail,Operational,3.3
SHP103944,Detroit,Los Angeles,2025-07-20,2025-07-23 16:48:00,Delivered,789.6,Air,40.5,3868.15,Retail,Weather,3.7
SHP103945,Houston,Philadelphia,2024-05-08,2024-05-12 09:36:00,Delivered,1840.7,Air,52.41,10195.04,Retail,Customs,4.4
SHP103946,Detroit,Dallas,2025-01-17,2025-01-24 14:24:00,Delivered,4443.0,Air,10.91,11614.6,Retail,Weather,7.6
SHP103947,Detroit,Charlotte,2025-01-22,2025-01-23 14:24:00,In Transit,892.4,Air,17.55,2930.53,Retail,Operational,1.6
SHP103948,Seattle,Boston,2024-03-25,2024-04-02 19:12:00,Delivered,3773.2,Freight,55.34,14548.37,Business,Operational,8.8
SHP103949,Boston,Dallas,2025-05-24,2025-05-31 00:00:00,Delivered,3003.1,Freight,46.66,4451.715,Retail,Operational,7.0
SHP103950,Charlotte,Chicago,2025-09-18,2025-09-18 07:12:00,Delivered,268.0,Air,26.54,979.49,Business,Operational,0.3
SHP103951,Denver,San Francisco,2025-03-12,2025-03-20 16:48:00,In Transit,4263.0,Ground,43.75,13487.15,Retail,Customs,8.7
SHP103952,Miami,Miami,2024-10-19,2024-10-19 09:36:00,Delivered,18.0,Ground,14.97,45.59,Retail,Operational,0.4
SHP103953,Baltimore,Los Angeles,2024-02-18,2024-02-24 09:36:00,Delivered,4177.1,Air,5.44,8037.8,Retail,Operational,6.4
SHP103954,Boston,Memphis,2024-03-07,2024-03-11 16:48:00,Delivered,2357.5,Ground,38.04,6311.41,Business,Operational,4.7
